workoutDate,workoutName,workoutStartTime,workoutEndTime,workoutIntensity,workoutUnit,workoutSoreness,exercise,setnum,reps,weight,rest,tut,rir
6/4/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,15,1.5Min,40Sec,3
6/4/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,17.5,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,20,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,22.5,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,15,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,17.5,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,20,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,30,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,10,1.5Min,40Sec,3
6/5/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,15,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,26.25,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,28.75,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,21.25,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,23.75,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,11.25,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,13.75,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,9.5,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,12,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,16.25,1.5Min,40Sec,3
6/8/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,18.75,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,22.5,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,25,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,17.5,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,20,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,25,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,35,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,12.5,1.5Min,40Sec,3
6/9/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,17.5,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,26.25,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,28.75,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,21.25,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,23.75,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,11.25,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,13.75,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,9.5,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,12,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,16.25,1.5Min,40Sec,3
6/11/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,18.75,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,22.5,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,25,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,17.5,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,20,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,25,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,35,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,12.5,1.5Min,40Sec,3
6/12/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,17.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,27.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,30,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,22.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,25,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,12.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,15,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,10,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,12.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,17.5,1.5Min,40Sec,3
6/15/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,20,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,25,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,27.5,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,20,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,22.5,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,30,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,40,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,15,1.5Min,40Sec,3
6/16/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,20,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,27.5,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,30,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,22.5,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,25,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,12.5,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,15,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,10,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,12.5,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,17.5,1.5Min,40Sec,3
6/18/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,20,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,25,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,27.5,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,20,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,22.5,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,30,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,40,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,15,1.5Min,40Sec,3
6/19/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,20,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,28.75,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,31.25,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,23.75,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,26.25,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,13.75,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,16.25,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,10.5,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,13,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,18.75,1.5Min,40Sec,3
6/22/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,21.25,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,27.5,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,30,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,22.5,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,25,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,35,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,45,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,17.5,1.5Min,40Sec,3
6/23/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,22.5,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,28.75,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,31.25,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,23.75,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,26.25,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,13.75,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,16.25,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,10.5,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,13,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,18.75,1.5Min,40Sec,3
6/25/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,21.25,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,27.5,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,30,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,22.5,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,25,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,35,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,45,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,17.5,1.5Min,40Sec,3
6/26/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,22.5,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,30,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,32.5,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,25,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,27.5,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,15,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,17.5,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,11,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,13.5,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,20,1.5Min,40Sec,3
6/29/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,22.5,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,30,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,32.5,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,25,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,27.5,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,40,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,50,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,20,1.5Min,40Sec,3
6/30/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,25,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,30,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,32.5,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,25,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,27.5,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,15,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,17.5,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,1,15,11,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_curl,2,12,13.5,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,1,12,20,1.5Min,40Sec,3
7/2/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,close_grip_bench_press,2,10,22.5,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,1,12,30,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_back_squat,2,10,32.5,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,1,12,25,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,romanian_deadlift_barbell,2,10,27.5,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,1,15,40,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,leg_press,2,12,50,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,1,15,40,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,standing_calf_raise_machine,2,15,40,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,1,15,20,1.5Min,40Sec,3
7/3/2026,Lower,06:00:00 AM,07:00:00 AM,7,kgs,,glute_bridge_barbell,2,12,25,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,1,12,31.25,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_bench_press_flat,2,10,33.75,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,1,12,26.25,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_row_bent_over_pronated_grip,2,10,28.75,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,1,12,16.25,1.5Min,40Sec,3
7/6/2026,Upper,06:00:00 AM,07:00:00 AM,7,kgs,,barbell_overhead_press_standing,2,10,18.75,1.5Min,40Sec,3
